dataset,sample_idx,label_value,dice_native,dice_ds,morphology,task_id,subject_index,fg_frac,ctx_dice,thinness,tortuosity,branching_density,region_size,boundary_complexity,scattered_count,scattered_clustering,task_ambiguity,boundary_amp_scale,boundary_sigma_frac,boundary_keep_largest,position_jitter,support_query_shift,support_query_translate,support_query_scale,foreground_contrast,texture_heterogeneity,noise_level,context_copy_fraction,context_consistency,task_ambiguity_intensity,axis_identification,axis_segmentation
synth/elongated/amb0.75,307,1,0.0,0.0,elongated,1468,3,0.017822265625,0.061013404900828995,0.8611525338654682,0.4696510415499143,0.5724745794786437,0.3707937214846279,0.3911753645911438,10.0,0.07210505840992842,0.7930172316076047,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.7930172316076047,0.5897749471962008
synth/blob/amb0.45,308,1,0.47767308354377747,0.47767308354377747,blob,1509,0,0.1029052734375,0.5889570315678915,0.44324072189520214,0.7221361615810753,0.42348909099403553,0.5714577865848598,0.5139419720855665,15.0,0.24346936546762143,0.4992167683989041,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4992167683989041,0.5846984690887376
synth/blob/amb0.45,309,1,0.26181355118751526,0.26181355118751526,blob,1509,1,0.0732421875,0.5388254423936208,0.44324072189520214,0.7221361615810753,0.42348909099403553,0.5714577865848598,0.5139419720855665,15.0,0.24346936546762143,0.4992167683989041,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4992167683989041,0.5846984690887376
synth/blob/amb0.45,310,1,0.25557205080986023,0.25557205080986023,blob,1509,2,0.05859375,0.4143681178490321,0.44324072189520214,0.7221361615810753,0.42348909099403553,0.5714577865848598,0.5139419720855665,15.0,0.24346936546762143,0.4992167683989041,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4992167683989041,0.5846984690887376
synth/blob/amb0.45,311,1,0.6299212574958801,0.6299212574958801,blob,1509,3,0.05181884765625,0.4054875373840332,0.44324072189520214,0.7221361615810753,0.42348909099403553,0.5714577865848598,0.5139419720855665,15.0,0.24346936546762143,0.4992167683989041,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4992167683989041,0.5846984690887376
synth/scattered/amb0.55,312,1,0.0,0.0,scattered,1525,0,0.00799560546875,0.004371584703524907,0.6261039666648281,0.5748080883990776,0.6620628931435503,0.18229447378664254,0.5457050211706037,23.0,0.5427626329264628,0.5989927382882352,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.9989927382882352,0.9521354947884004
synth/scattered/amb0.55,313,1,0.0,0.0,scattered,1525,1,0.01226806640625,0.026026025414466858,0.6261039666648281,0.5748080883990776,0.6620628931435503,0.18229447378664254,0.5457050211706037,23.0,0.5427626329264628,0.5989927382882352,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.9989927382882352,0.9521354947884004
synth/scattered/amb0.55,314,1,0.0,0.0,scattered,1525,2,0.00579833984375,0.0,0.6261039666648281,0.5748080883990776,0.6620628931435503,0.18229447378664254,0.5457050211706037,23.0,0.5427626329264628,0.5989927382882352,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.9989927382882352,0.9521354947884004
synth/scattered/amb0.55,315,1,0.0,0.0,scattered,1525,3,0.00604248046875,0.0,0.6261039666648281,0.5748080883990776,0.6620628931435503,0.18229447378664254,0.5457050211706037,23.0,0.5427626329264628,0.5989927382882352,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.9989927382882352,0.9521354947884004
synth/blob/amb0.45,316,1,0.06483790278434753,0.06483790278434753,blob,1540,0,0.03399658203125,0.22642247875531515,0.5205537594592875,0.26429137686923937,0.3446369099327262,0.3183559328721691,0.5713757235713733,11.0,0.37217720157223366,0.40442090042195983,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.40442090042195983,0.6497515491011732
