class,obj_vox,real_dice,tier,res,mode,tier_native_res,K,auroc,ap,transfer_dice,transfer_precision,transfer_recall,margin,retrieval_at1
femur_right,16926,,backbone,24,dense,24,1,0.9921822547912598,,0.6035413146018982,0.6239258050918579,0.5844466090202332,0.2139592170715332,0.785714328289032
femur_right,30089,,backbone,16,dense,24,1,0.9898052215576172,,0.15103447437286377,0.15443632006645203,0.14777927100658417,0.22668255865573883,0.4313725531101227
femur_right,30089,,backbone,24,dense,24,1,0.9946504831314087,,0.41233426332473755,0.3957217037677765,0.4304027557373047,0.1754978448152542,0.6131386756896973
gallbladder,2584,,backbone,16,dense,24,1,0.9668492078781128,,0.01725882664322853,0.014852802269160748,0.020595042034983635,0.2541198134422302,0.125
gallbladder,2584,,backbone,24,dense,24,1,0.9712498188018799,,0.3023563623428345,0.21942493319511414,0.48606356978416443,0.18336543440818787,0.3636363744735718
gallbladder,2293,,backbone,16,dense,24,1,0.9791547656059265,,4.3289794120937586e-05,0.0003761573461815715,2.2966436517890543e-05,0.2303626537322998,0.1428571492433548
gallbladder,2293,,backbone,24,dense,24,1,0.9256500005722046,,0.23084896802902222,0.3990990221500397,0.1623896062374115,0.22456605732440948,0.2631579041481018
gallbladder,2287,,backbone,16,dense,24,1,0.9867048263549805,,4.990563684259541e-05,0.006365729030221701,2.505101656424813e-05,0.2535876929759979,0.07692307978868484
gallbladder,2287,,backbone,24,dense,24,1,0.9940103888511658,,0.3482690751552582,0.43752455711364746,0.28925979137420654,0.2721414268016815,0.4761904776096344
gallbladder,1721,,backbone,16,dense,24,1,0.9534911513328552,,0.007439999375492334,0.006342743989080191,0.008996304124593735,0.29457342624664307,0.10000000149011612
gallbladder,1721,,backbone,24,dense,24,1,0.9916538596153259,,0.09050449728965759,0.0666065439581871,0.14114704728126526,0.2797008156776428,0.2777777910232544
gluteus_maximus_left,117204,,backbone,16,dense,24,1,0.9407419562339783,,0.3767123818397522,0.38156548142433167,0.37198111414909363,0.15989470481872559,0.6149068474769592
gluteus_maximus_left,117204,,backbone,24,dense,24,1,0.9288120269775391,,0.5750807523727417,0.5309963822364807,0.6271478533744812,0.15131926536560059,0.728365421295166
gluteus_maximus_left,76160,,backbone,16,dense,24,1,0.9232149124145508,,0.43206092715263367,0.40826621651649475,0.4588009715080261,0.1362253725528717,0.60550457239151
gluteus_maximus_left,76160,,backbone,24,dense,24,1,0.8996924161911011,,0.43817251920700073,0.5211483836174011,0.3779899477958679,0.14398692548274994,0.5016501545906067
